linf,k
130.62801712459103,0.07975978681106484
125.63039822803725,0.08832992176587434
124.11946460852006,0.08769742675036803
146.3214753932568,0.07967230485122266
149.0483904089475,0.0798383638945233
145.78898644644866,0.08671551799895658
138.56963924760845,0.09124854841588206
135.93273374800003,0.08977821557182526
141.7126234288349,0.08684828102256924
145.71054258997415,0.08452488330860355
143.35931533428598,0.08704239697143436
140.9064800396991,0.08735693641856497
135.84119842749513,0.08616607677588613
139.30643008582263,0.09180234936785678
130.08349379352197,0.10762409725532929
146.2633724009755,0.07516692333464044
145.88307555240686,0.07624462926576656
129.02502294060784,0.10253394498488298
135.86191128866955,0.08880298371933182
128.28274036926558,0.08884331858956501
147.86903417315588,0.08712560513192419
149.38328836794693,0.08790281374880315
143.05421581433424,0.08712478704950173
134.77767208915523,0.08793926860804266
132.00556843142883,0.09258362380199203
140.52219404026982,0.09039760669913202
142.03610024554573,0.0802561722992544
143.9556639436624,0.07969001062966008
139.13982321852194,0.08560377220332026
143.75913600705894,0.07854020809545394
140.5486889976485,0.08346222378201634
141.42383794171786,0.08116515644431506
137.9840914630462,0.08948222247449188
143.18402435530408,0.08096529355275608
142.30569328984893,0.07970223323442867
145.92963357091762,0.07744849950295
141.93265120151278,0.08987697213910666
142.0252284915721,0.09214269005836084
137.10921428235315,0.08700069034779423
139.2985179302833,0.09426261166158442
141.10689459429375,0.0851415349468741
145.28473160812266,0.08596010699150917
134.2172830469594,0.09107699021424191
144.9767953678964,0.08412281337467524
133.43947817989044,0.08776207864560233
144.9602149696167,0.08249451916246177
144.82809359782829,0.08038498543177487
138.51752731928806,0.08408903735674374
142.83426206181892,0.08361105060334971
129.28076039650114,0.09129201628684444
125.27969114222766,0.08696907960812424
150.09900245079032,0.08251155230054442
131.33004847666678,0.08845967709042668
133.24543405064156,0.08944359044978724
129.5980318828015,0.08663096747777665
131.2371900204179,0.08664430412781195
130.16300430310628,0.08747075226608655
125.94870906973789,0.08641679566654754
128.9247288061792,0.0915282613871018
147.75992405090284,0.07614109095035215
140.9368741143075,0.08251117895471538
134.04461771519266,0.09151770163259874
136.12971284031778,0.09751201163583768
150.14825658984452,0.0853833531948606
142.6315396914415,0.0775264406893065
140.00427687898505,0.07642823204833162
136.90831403981758,0.07969961090350267
139.90907323679156,0.0812590788489449
141.11465074292653,0.08221741250818985
142.57037192505481,0.092375964271402
135.657392237412,0.08666075648343127
142.125388494989,0.09280094400604243
129.74775150940062,0.0954057082771941
132.74103273920088,0.09475046481614847
136.6210374792054,0.08888897103729779
137.4069591463219,0.09102661081483399
145.53497170221905,0.08722282558933803
133.53508657555645,0.0861037494574097
135.09912639510475,0.0829373498210175
142.2364219084574,0.0862583378492537
