river,year,MK,LInf,SL50,SL95,FM,SPR,SL50.Var,SL95.Var,FM.Var,SPR.Var
eguur,2004,1.451111677103664,159.63401810026602,58.87,69.96,1.38,0.260498751951475,13.889651948764342,46.84995974899536,0.24329530851437206,0.006265498251282414
eguur,2005,1.451111677103664,159.63401810026602,47.83,56.88,1.21,0.24656558518971472,3.456115889926665,10.969060310035282,0.08007372462396391,0.0032825859795634826
eguur,2006,1.451111677103664,159.63401810026602,55,67.37,1.48,0.2279955122393835,5.67829688070668,21.565872668940877,0.08648688998329085,0.0017907992827071975
eguur,2007,1.451111677103664,159.63401810026602,56.92,69.27,1.67,0.21023900555440206,2.792491030476216,9.662934663085691,0.061158952538252154,8.489708544229327e-4
eguur,2008,1.451111677103664,159.63401810026602,68.06,86.63,2.95,0.16438572473208726,11.744414513568632,33.59143043605259,0.5883420971150539,0.0011326773212289758
eguur,2017,1.451111677103664,159.63401810026602,67.23,90.74,5.48,0.09205248257215844,10.707501388106808,24.76448875262876,1.3069045327875364,2.97377156058855e-4
eguur,2024,1.451111677103664,159.63401810026602,79.17,115.85,5,0.13484509739896455,123.74812159018303,233.59718713223128,5.866153079366135,0.004033284634182394
eguur,2004,1.7669446307627987,158.53090784561456,58.96,69.98,0.95,0.35134614063637154,14.11475603926371,46.28831158960385,0.1629012302363463,0.011335860977703125
eguur,2005,1.7669446307627987,158.53090784561456,47.9,56.91,0.81,0.34463063198718397,3.4908924035786266,10.924306627311546,0.053426300091962364,0.006424593082385818
eguur,2006,1.7669446307627987,158.53090784561456,55.07,67.31,1.03,0.31211285726312665,5.755837586101292,21.208841388157758,0.05750783510964306,0.003346108775341602
eguur,2007,1.7669446307627987,158.53090784561456,57.01,69.24,1.18,0.285999258546776,2.831306795532353,9.53142425807771,0.0407860039074395,0.0015607266670995873
eguur,2008,1.7669446307627987,158.53090784561456,68.17,86.46,2.23,0.21850521885881116,11.69345737595894,32.512334282809476,0.3886913687535826,0.0018889125711852434
eguur,2017,1.7669446307627987,158.53090784561456,67.3,90.39,4.28,0.12483804802701018,10.45609904635918,23.681895426546767,0.8478573999834275,4.93926504699263e-4
eguur,2024,1.7669446307627987,158.53090784561456,79.04,114.64,3.83,0.18078824108214778,115.15379622281304,213.37219925460292,3.570890620088265,0.005965168773933686
eguur,2004,1.9901194486026237,145.03839596524014,58.67,69.34,0.45,0.5590767844386583,14.955961488470123,47.064933200293325,0.09083819148726766,0.029305494020787717
eguur,2005,1.9901194486026237,145.03839596524014,47.75,56.64,0.36,0.5704829097614169,3.630215257578825,10.97492884167685,0.03052440998028193,0.01752969927377571
eguur,2006,1.9901194486026237,145.03839596524014,54.68,66.39,0.51,0.5072042289719104,5.468583324661024,19.506833310404236,0.03076056569567813,0.00866097342907789
eguur,2007,1.9901194486026237,145.03839596524014,56.75,68.63,0.63,0.45817607873398536,2.860505979171637,9.271134781703312,0.022564601361557315,0.0039774104950809535
eguur,2008,1.9901194486026237,145.03839596524014,68.09,86.02,1.4,0.3355121038476386,11.849114674867874,31.65384292347486,0.21343495681953556,0.004143017449825473
eguur,2017,1.9901194486026237,145.03839596524014,67.2,89.8,2.95,0.1954327353067188,10.363765154736482,22.845589473994078,0.4631611056037305,0.001035964249193479
eguur,2024,1.9901194486026237,145.03839596524014,78.25,112.51,2.45,0.28093233066810835,106.63860344949092,193.83432116844068,1.6361409077109468,0.010195512292549398
eguur,2004,1.4803484907520568,153.15770120313627,58.71,69.66,1.14,0.30423507500658575,14.135879884923401,47.15418976423379,0.1982112015715421,0.0085994445517555
eguur,2005,1.4803484907520568,153.15770120313627,47.74,56.74,1,0.2897394706641158,3.505218178296539,10.990053517398762,0.06607497234798651,0.004515503230456277
eguur,2006,1.4803484907520568,153.15770120313627,54.81,66.98,1.23,0.26725487899591294,5.5304242863783815,20.890192073018113,0.069237522535711,0.0024265046194382385
eguur,2007,1.4803484907520568,153.15770120313627,56.78,68.99,1.41,0.24557871278324836,2.789939010541112,9.56686543336096,0.04970183849546635,0.0011528644263041556
eguur,2008,1.4803484907520568,153.15770120313627,67.98,86.46,2.56,0.18995885751473074,11.813881612441941,33.4711248817988,0.47788974154680364,0.0014843801445484847
eguur,2017,1.4803484907520568,153.15770120313627,67.17,90.58,4.87,0.10668541483999534,10.740328189811303,24.711442799676085,1.0657029396071362,3.8441920515093936e-4
eguur,2024,1.4803484907520568,153.15770120313627,78.83,115.24,4.33,0.15642047591822902,122.16688210198838,230.1555197896985,4.512198093858892,0.00496020973728537
eguur,2004,1.7842722589481645,147.36762162638914,58.65,69.42,0.66,0.4521734281638752,14.647242593791294,47.13542934697274,0.11895942418027595,0.019081831259457345
eguur,2005,1.7842722589481645,147.36762162638914,47.73,56.66,0.56,0.44867242065107227,3.585093723893391,10.981568303157758,0.03994094080247839,0.010825897418797501
eguur,2006,1.7842722589481645,147.36762162638914,54.7,66.56,0.73,0.4051250181557699,5.4636865779131325,19.938621450653752,0.040642067266663175,0.005524427476215628
eguur,2007,1.7842722589481645,147.36762162638914,56.73,68.73,0.87,0.36843985906487564,2.8298176920712916,9.374565371949323,0.02964810431945396,0.00257811218335163
eguur,2008,1.7842722589481645,147.36762162638914,68.03,86.18,1.75,0.2755284897389744,11.846160204943423,32.38445449532828,0.2824059748316244,0.0029144015082189167
eguur,2017,1.7842722589481645,147.36762162638914,67.18,90.1,3.53,0.15812164856717423,10.52382944682828,23.597029613673364,0.6205035856390229,7.390030726337067e-4
eguur,2024,1.7842722589481645,147.36762162638914,78.42,113.51,3.01,0.22935504474703075,112.49866966283525,207.57276794754213,2.3376728669903795,0.0080943099709981
eguur,2004,1.6023982366126401,140.83540180421676,58.32,68.91,0.65,0.4569803521002073,15.025183771267482,48.686848320666336,0.12019496525195231,0.019962450823162507
eguur,2005,1.6023982366126401,140.83540180421676,47.53,56.43,0.57,0.44488896956817325,3.64387380442331,11.080376700801535,0.04114927471341474,0.01059954837908968
eguur,2006,1.6023982366126401,140.83540180421676,54.37,66.05,0.73,0.4064685103150627,5.2098540613313435,19.254843188814547,0.04021123661250366,0.0054801107574449495
eguur,2007,1.6023982366126401,140.83540180421676,56.45,68.34,0.87,0.3693873304934552,2.8051161512544676,9.353412324118155,0.029874193807431407,0.002593944250304826
eguur,2008,1.6023982366126401,140.83540180421676,67.83,86.06,1.75,0.27649609085338445,12.011470328759362,33.05531183573757,0.28593235671679695,0.0029951760003680164
eguur,2017,1.6023982366126401,140.83540180421676,67.03,90.13,3.58,0.1568645878613747,10.765522169414808,24.326542384051745,0.6398156349236401,7.42899464744312e-4
eguur,2024,1.6023982366126401,140.83540180421676,77.99,113.45,2.97,0.22997977978400092,115.92642897799361,216.25017472396524,2.2977608331331605,0.00820834850542362
eguur,2004,3.1330657875899215,144.30203052536308,59.59,70.38,0,0.999999571092534,9.95537420478521,33.13368522676196,1.7695514800094847e-8,3.866058565899601e-8
eguur,2005,3.1330657875899215,144.30203052536308,48.89,58,0,0.9999999172574956,2.9258851311329255,9.979225908953104,1.8092350967989326e-10,5.852857070301509e-10
eguur,2006,3.1330657875899215,144.30203052536308,55.19,66.63,0,0.9999999424267347,3.667361901013656,13.476289977025948,1.1049477453278763e-14,2.864168398718554e-14
eguur,2007,3.1330657875899215,144.30203052536308,57.15,68.68,0.07,0.900913356627786,3.016798143716353,8.884715551186078,0.00951620788545244,0.015526024729768053
eguur,2008,3.1330657875899215,144.30203052536308,68.58,85.56,0.57,0.604231078552841,11.67628453333793,28.258652474871685,0.08719488102743415,0.011188252144512613
eguur,2017,3.1330657875899215,144.30203052536308,67.52,88.65,1.53,0.3782127712301138,9.526606114506182,19.417226054111186,0.17708532457499962,0.0026662338037710363
eguur,2024,3.1330657875899215,144.30203052536308,78.1,108.81,1.15,0.513553440152933,83.69684376325213,141.28323740635824,0.5153309495466916,0.01639666767003352
eguur,2004,1.2907165047917715,145.48598629297885,58.38,69.17,1.18,0.29761272580323944,14.367267422047993,48.324087532246324,0.20665898699570592,0.008341373239200632
eguur,2005,1.2907165047917715,145.48598629297885,47.54,56.51,1.06,0.27771451258506585,3.556491877439285,11.075624773296447,0.07065059171270936,0.004118019743505233
eguur,2006,1.2907165047917715,145.48598629297885,54.44,66.41,1.28,0.26011232184467364,5.243176956800293,20.109975887111347,0.07101420100141156,0.0022678961248770936
eguur,2007,1.2907165047917715,145.48598629297885,56.48,68.59,1.46,0.23870426982747817,2.757105649347978,9.536378734026684,0.05192842913017095,0.0010884225258259452
eguur,2008,1.2907165047917715,145.48598629297885,67.77,86.37,2.63,0.18528582439148514,11.992527309946471,34.30111270297004,0.5029480200671635,0.0014437223982191197
eguur,2017,1.2907165047917715,145.48598629297885,67.01,90.64,5.04,0.10267312352753363,11.015908772923284,25.58699003998523,1.1460116515181074,3.660428509991189e-4
eguur,2024,1.2907165047917715,145.48598629297885,78.36,115.24,4.39,0.1523133266070409,126.46534204864658,241.52675312097077,4.624254895798298,0.004793932817821191
eguur,2004,1.6098051943690233,143.67437716868392,58.45,69.13,0.72,0.4268681873316268,14.764794023777029,48.022651599405215,0.12939587334281707,0.017171589258191067
eguur,2005,1.6098051943690233,143.67437716868392,47.6,56.52,0.63,0.41553880569703816,3.608380496857182,11.044425214427047,0.04404761586308194,0.009245016231962023
eguur,2006,1.6098051943690233,143.67437716868392,54.49,66.27,0.8,0.3798265839195855,5.299331970681381,19.61948284002748,0.04392104372642113,0.004823209737783974
eguur,2007,1.6098051943690233,143.67437716868392,56.55,68.52,0.94,0.34568334550346047,2.8054990121957344,9.391149429298222,0.03231444926780648,0.0022713359134344823
eguur,2008,1.6098051943690233,143.67437716868392,67.89,86.15,1.87,0.26024835511265215,11.949699583462973,33.0182786311601,0.3093660273284837,0.0026645763194627315
eguur,2017,1.6098051943690233,143.67437716868392,67.07,90.19,3.75,0.1476669187572787,10.72082349167267,24.272283490021266,0.6899478544933073,6.686816531494478e-4
eguur,2024,1.6098051943690233,143.67437716868392,78.21,113.77,3.17,0.21612214459788345,116.53694431467277,217.38637347534237,2.5726892424863257,0.007588308281077355
eguur,2004,2.081263402417411,146.17410849599065,58.74,69.43,0.42,0.579917459452936,14.937058272888672,46.71635547876754,0.08636189014215179,0.031435022605614836
eguur,2005,2.081263402417411,146.17410849599065,47.79,56.69,0.33,0.5976379879427813,3.6269262772728887,10.950841181846247,0.02889598296821243,0.019277262018726364
eguur,2006,2.081263402417411,146.17410849599065,54.76,66.48,0.47,0.5280939804478365,5.5284459725930715,19.5712144142988,0.029294679423927834,0.009412484695094986
eguur,2007,2.081263402417411,146.17410849599065,56.81,68.69,0.59,0.47680021482162604,2.8719659515257248,9.251867412275178,0.021439317431036442,0.0043084720296479515
eguur,2008,2.081263402417411,146.17410849599065,68.15,86.02,1.35,0.34748365862488173,11.812109706754699,31.36394862889471,0.20235460986845055,0.0043853787036453405
eguur,2017,2.081263402417411,146.17410849599065,67.25,89.75,2.84,0.2035538910391902,10.286557434073979,22.558549577498788,0.4364923178173197,0.001099663734839006
eguur,2024,2.081263402417411,146.17410849599065,78.31,112.33,2.36,0.29126691246827435,104.77758277674353,189.39305747222664,1.5386715304773213,0.010560770151972099
eguur,2004,1.8782223020688966,158.44698759587482,59,70,0.84,0.3840885028686204,14.183160451406541,46.08649871624834,0.1449110199450471,0.013524865674932943
eguur,2005,1.8782223020688966,158.44698759587482,47.93,56.93,0.7,0.3813491369633698,3.500994682076349,10.90793496623703,0.04743301870189913,0.00787255270645829
eguur,2006,1.8782223020688966,158.44698759587482,55.11,67.3,0.91,0.3428796263986046,5.786532843523245,21.10244167391645,0.051045603089547364,0.004036669715003541
eguur,2007,1.8782223020688966,158.44698759587482,57.04,69.24,1.06,0.3136790149037767,2.8448253967239556,9.48908581177502,0.03622326915887141,0.0018747881213199511
eguur,2008,1.8782223020688966,158.44698759587482,68.22,86.42,2.05,0.23772432573213484,11.676043120138464,32.158577896809255,0.344279686726099,0.0021928826576687135
eguur,2017,1.8782223020688966,158.44698759587482,67.33,90.28,3.97,0.13674046779437854,10.372996801878537,23.323315570104903,0.7467402429526063,5.727898282423241e-4
eguur,2024,1.8782223020688966,158.44698759587482,79.01,114.25,3.53,0.19730171979414532,112.31249045680923,206.81693854428158,3.075009137511473,0.006649906820426851
eguur,2004,1.545215259519818,136.64523034215597,58.11,68.57,0.59,0.486787382070352,15.417397175724709,49.98469350404942,0.1129797973106128,0.023030519319693174
eguur,2005,1.545215259519818,136.64523034215597,47.42,56.28,0.52,0.47146679576500694,3.6957286559111004,11.150699638090932,0.03904095612962318,0.011845950098573402
eguur,2006,1.545215259519818,136.64523034215597,54.14,65.66,0.67,0.43336301755960205,5.051604913847049,18.69191480830286,0.03719246218925333,0.0061933911843536525
eguur,2007,1.545215259519818,136.64523034215597,56.27,68.06,0.8,0.3926168020475236,2.8007704483036715,9.322499615233852,0.027980935012664743,0.0029361349831903034
eguur,2008,1.545215259519818,136.64523034215597,67.72,85.95,1.66,0.292244077438993,12.12232939744332,33.30575376966076,0.26768809925922776,0.0033504055507756324
eguur,2017,1.545215259519818,136.64523034215597,66.93,90.06,3.44,0.16525846312605397,10.872846768448799,24.584772812927053,0.60341834476563,8.179508400223533e-4
eguur,2024,1.545215259519818,136.64523034215597,77.63,113.11,2.79,0.2435116118062603,116.52296331586967,218.12300658084447,2.0657451478953424,0.008855716064809019
eguur,2004,1.7280668431502726,146.5553511649924,58.61,69.36,0.69,0.4402183851445311,14.655308401327302,47.34875086314171,0.12337649407671956,0.01811710817198039
eguur,2005,1.7280668431502726,146.5553511649924,47.7,56.63,0.59,0.4340038720418974,3.587544332129381,10.999368045777988,0.041556300758706054,0.010112316020237783
eguur,2006,1.7280668431502726,146.5553511649924,54.65,66.51,0.76,0.3935404373224386,5.423848787725991,19.890118871231902,0.042117303952810076,0.0052064674343068685
eguur,2007,1.7280668431502726,146.5553511649924,56.69,68.69,0.9,0.3580324426837758,2.8222336160168804,9.38566448773151,0.030772621618227698,0.0024349381635396664
eguur,2008,1.7280668431502726,146.5553511649924,67.99,86.17,1.8,0.26853977178927046,11.867493419960622,32.56883898782461,0.2934770658040003,0.002791908074422063
eguur,2017,1.7280668431502726,146.5553511649924,67.15,90.15,3.62,0.1535501804279231,10.584319093669762,23.81115320243459,0.6479609170968885,7.067975347812173e-4
eguur,2024,1.7280668431502726,146.5553511649924,78.39,113.65,3.09,0.22334764441189556,113.85484932459046,210.79736456087574,2.443866334156396,0.007856599905384246
eguur,2004,1.5110941218405918,140.3777423378766,58.26,68.85,0.73,0.4255099477561617,14.990173634700035,48.9815782085922,0.13224823661939022,0.017362458223134335
eguur,2005,1.5110941218405918,140.3777423378766,47.49,56.4,0.65,0.40928408488126283,3.641150975663146,11.103793518757545,0.045449381284017536,0.008962325996519385
eguur,2006,1.5110941218405918,140.3777423378766,54.31,66.01,0.81,0.3764941019663122,5.165562317200775,19.27228766669404,0.04423359581796354,0.004691730946833923
eguur,2007,1.5110941218405918,140.3777423378766,56.4,68.31,0.96,0.34277620422845273,2.7914235552093163,9.383422864538806,0.03290092706555926,0.0022352903819893967
eguur,2008,1.5110941218405918,140.3777423378766,67.78,86.1,1.89,0.2583876172773858,12.045111002673295,33.43143395473491,0.31595984089695106,0.002660087574963368
eguur,2017,1.5110941218405918,140.3777423378766,66.98,90.22,3.81,0.14561249903032697,10.851318299968852,24.685232253568262,0.7107709406496469,6.59631521269811e-4
eguur,2024,1.5110941218405918,140.3777423378766,77.98,113.8,3.18,0.21450967843378452,118.73795981382372,223.00024329344183,2.5910143124193077,0.007560901076782152
eguur,2004,1.371120002342519,140.19047473003624,58.19,68.79,0.89,0.3722357600215311,14.874229132233163,49.28899378624363,0.15768387701916026,0.01331359343281544
eguur,2005,1.371120002342519,140.19047473003624,47.44,56.35,0.8,0.35134351694539306,3.6285152114013197,11.123092015875065,0.054452437027899536,0.0065929755293845285
eguur,2006,1.371120002342519,140.19047473003624,54.25,65.99,0.98,0.32682690802747527,5.110877187097795,19.36062514891231,0.05285298816948668,0.0035309727527289302
eguur,2007,1.371120002342519,140.19047473003624,56.33,68.28,1.14,0.2985015346473887,2.768842130097495,9.433122544295353,0.039314213363754874,0.00169793166262355
eguur,2008,1.371120002342519,140.19047473003624,67.7,86.16,2.15,0.22779535602430104,12.084138047054243,34.02240842625072,0.3795508644202076,0.002126665258024219
eguur,2017,1.371120002342519,140.19047473003624,66.94,90.39,4.27,0.1269721712984182,11.000162689718508,25.302895724701532,0.8637211159861098,5.278883164544539e-4
eguur,2024,1.371120002342519,140.19047473003624,77.96,114.32,3.59,0.18835284860200405,122.9255495898532,233.44075373297338,3.2180094428497528,0.006404843132539888
eguur,2004,1.236127298731026,138.263015936463,58.03,68.59,1.01,0.3390073308022654,14.9375962560344,50.099867514878746,0.18063488937666064,0.011170822790241852
eguur,2005,1.236127298731026,138.263015936463,47.35,56.26,0.93,0.3138423851003032,3.6395509308512,11.172637742832503,0.0628171144240308,0.005240156139443299
eguur,2006,1.236127298731026,138.263015936463,54.09,65.79,1.11,0.2956455548598714,4.99085811460206,19.156946185737002,0.060100130971962464,0.002878130020818293
eguur,2007,1.236127298731026,138.263015936463,56.2,68.13,1.28,0.27041669270407676,2.7471086347344307,9.458758049300064,0.044989869189963,0.0013967161516542526
eguur,2008,1.236127298731026,138.263015936463,67.59,86.18,2.36,0.20813379028003454,12.166922241810653,34.65752778136126,0.43633621629068065,0.001822819294885047
eguur,2017,1.236127298731026,138.263015936463,66.86,90.52,4.65,0.11477245996229063,11.181646013493605,25.977160641568066,1.0055476277232835,4.492264012943232e-4
eguur,2024,1.236127298731026,138.263015936463,77.79,114.65,3.91,0.17153511807672014,127.05390832913595,243.95016887684292,3.7505668501144327,0.005672365259592835
eguur,2004,2.0374098224255466,136.79170986945675,58.36,68.75,0.24,0.7150538375186896,15.873623394900118,48.997145803728564,0.06829594655696779,0.049807513131990465
eguur,2005,2.0374098224255466,136.79170986945675,47.59,56.4,0.18,0.7414324251907777,3.7461965353922673,11.076528159546069,0.0232485780203674,0.02958639650217835
eguur,2006,2.0374098224255466,136.79170986945675,54.34,65.7,0.3,0.655012352739441,5.226352997640433,18.35689809636093,0.022272069604621116,0.014292172722656902
eguur,2007,2.0374098224255466,136.79170986945675,56.49,68.13,0.4,0.5864722416528143,2.8802480486594977,9.14848645796563,0.016772022493872638,0.006551431699666558
eguur,2008,2.0374098224255466,136.79170986945675,67.97,85.71,1.07,0.41747429790812113,12.009638209811824,31.392629605395065,0.15768736323149654,0.006231790829227912
eguur,2017,2.0374098224255466,136.79170986945675,67.1,89.47,2.41,0.2450643847408955,10.40012442297861,22.613224899343905,0.342906948990708,0.0014983917828099319
eguur,2024,2.0374098224255466,136.79170986945675,77.65,111.24,1.89,0.3514907529669401,103.20741633210648,185.7875664004893,1.0766347748915737,0.013038684926188685
eguur,2004,1.6310973602189667,147.2257907377551,58.59,69.37,0.8,0.3988059429177439,14.541121538383173,47.448914959754646,0.14012100556704363,0.014868219316089242
eguur,2005,1.6310973602189667,147.2257907377551,47.68,56.63,0.69,0.38825833580225605,3.5714135300071157,11.008032152902809,0.047234232054929555,0.008089544947271972
eguur,2006,1.6310973602189667,147.2257907377551,54.64,66.55,0.87,0.3545713374492224,5.4091420830061,20.044744631126242,0.047983392661183184,0.00422752477959345
eguur,2007,1.6310973602189667,147.2257907377551,56.67,68.71,1.02,0.3233179463450984,2.8080712613425503,9.429587802828234,0.034998697438257724,0.00198754681227507
eguur,2008,1.6310973602189667,147.2257907377551,67.96,86.24,1.99,0.2447684884936466,11.880532446977329,32.93993907709521,0.33492841471576573,0.0023656064259483917
eguur,2017,1.6310973602189667,147.2257907377551,67.13,90.27,3.93,0.1389892093075602,10.664616771261365,24.17503755406131,0.7438494023450868,6.010741884665624e-4
eguur,2024,1.6310973602189667,147.2257907377551,78.44,114.08,3.38,0.20301061696715464,116.51643062107398,217.21643386170564,2.8713906949547914,0.0069775461859532375
eguur,2004,1.492552227334637,155.31415713010853,58.77,69.77,1.19,0.29441846829692836,14.055487703213009,46.970606256805745,0.2064441415291679,0.008023180754223697
eguur,2005,1.492552227334637,155.31415713010853,47.78,56.8,1.04,0.2805051730822727,3.4894888351325006,10.979531750828874,0.0685082329963771,0.00423640396670541
eguur,2006,1.492552227334637,155.31415713010853,54.88,67.11,1.28,0.25866419380454164,5.587896091592364,21.10189341099937,0.07258666827321189,0.002284901616599719
eguur,2007,1.492552227334637,155.31415713010853,56.84,69.09,1.46,0.23780465247276394,2.7934136039356834,9.590770224173692,0.05183192861609527,0.0010820722305533278
eguur,2008,1.492552227334637,155.31415713010853,68.02,86.51,2.64,0.1843594302604435,11.785556990326096,33.434894516810445,0.49821126244997094,0.0014013509413518981
eguur,2017,1.492552227334637,155.31415713010853,67.19,90.6,4.98,0.10358380673962814,10.703849316100323,24.634171885018727,1.107444823150801,0.00036454451314945464
eguur,2024,1.492552227334637,155.31415713010853,78.94,115.36,4.47,0.15173380699312083,122.04814358789612,229.8211156103195,4.764929300906869,0.004751149615077098
eguur,2004,1.399477243330312,156.4806286606451,58.77,69.81,1.36,0.2627985454112756,13.951497770068546,47.08722838321237,0.2404446381608567,0.006396695881722781
eguur,2005,1.399477243330312,156.4806286606451,47.77,56.81,1.2,0.24757650230588368,3.472204726190654,10.987803560740716,0.07975941227377596,0.003300520231830892
eguur,2006,1.399477243330312,156.4806286606451,54.89,67.19,1.46,0.22975169315395216,5.59005420689817,21.3155189541598,0.08497917867573478,0.0018084269732053517
eguur,2007,1.399477243330312,156.4806286606451,56.83,69.14,1.65,0.21168711380131852,2.782216075166971,9.641337057450968,0.06047689705502629,8.59583228278117e-4
eguur,2008,1.399477243330312,156.4806286606451,67.99,86.57,2.93,0.16554026707780065,11.786568563547949,33.763076845772865,0.5826579750783024,0.0011523114758277436
eguur,2017,1.399477243330312,156.4806286606451,67.18,90.73,5.46,0.09241093798085437,10.777064478145801,24.975387823592726,1.3022297022617386,3.004782416139178e-4
eguur,2024,1.399477243330312,156.4806286606451,79.04,115.82,4.94,0.1357653714859779,125.11168616523175,236.91198979582194,5.770372433429578,0.004083734102049975
eguur,2004,1.7425741448942382,136.21241584255776,58.19,68.6,0.42,0.5843018215466792,15.668254068912258,49.757853202714536,0.08920603852603652,0.03324872534169912
eguur,2005,1.7425741448942382,136.21241584255776,47.47,56.31,0.35,0.581919950560057,3.7235269014058185,11.130135067204053,0.030678209865978974,0.018101621437154894
eguur,2006,1.7425741448942382,136.21241584255776,54.2,65.63,0.48,0.5261981190328844,5.106486561625404,18.48201506968347,0.02921387637669072,0.009153122961574198
eguur,2007,1.7425741448942382,136.21241584255776,56.34,68.06,0.6,0.4742568306160154,2.8343381027502788,9.24659393402155,0.02202123643472908,0.0042823577055893965
eguur,2008,1.7425741448942382,136.21241584255776,67.81,85.83,1.36,0.34605922221277685,12.08458673343948,32.4956596350027,0.20907701193083855,0.004514164422509364
eguur,2017,1.7425741448942382,136.21241584255776,66.99,89.78,2.93,0.19876340163593356,10.673912359801664,23.738324386870286,0.46430117283415573,0.001093686677790027
eguur,2024,1.7425741448942382,136.21241584255776,77.59,112.25,2.33,0.28981543170837115,110.64689378982327,203.77027321115256,1.5227936957314636,0.010780241366074382
eguur,2004,2.0590384044280046,136.19669604464627,58.34,68.71,0.22,0.7373399818315362,15.966115278912627,49.138944234806274,0.06570212497852607,0.053073899718237824
eguur,2005,2.0590384044280046,136.19669604464627,47.58,56.38,0.16,0.7676133180247127,3.758165706126544,11.083100659114457,0.022396700297826817,0.03172271112182133
eguur,2006,2.0590384044280046,136.19669604464627,54.32,65.64,0.27,0.676719518746369,5.214675363862803,18.2577357651722,0.021385078059135827,0.01525525192883813
eguur,2007,2.0590384044280046,136.19669604464627,56.48,68.1,0.38,0.6052194490735084,2.8849770852556684,9.133427376072138,0.016131382912755277,0.006981543353970611
eguur,2008,2.0590384044280046,136.19669604464627,67.97,85.68,1.03,0.4290689682890937,12.017757136257819,31.30276821601921,0.15148883068764832,0.006547686151805251
eguur,2017,2.0590384044280046,136.19669604464627,67.09,89.41,2.34,0.25239260698970545,10.378771359713056,22.510478911165194,0.32869191129691905,0.0015680052243297463
eguur,2024,2.0590384044280046,136.19669604464627,77.59,111.07,1.82,0.3615483657812367,102.46555632346445,184.0458712607193,1.0196919917528846,0.01340016812482911
eguur,2004,1.4277227061282016,145.1502801420817,58.42,69.19,0.97,0.34641694792392813,14.50487277899789,48.11768339201252,0.1692034890031627,0.011285165263044536
eguur,2005,1.4277227061282016,145.1502801420817,47.58,56.53,0.87,0.32900595972129765,3.5726948459808607,11.056286041461535,0.05767290056028903,0.00578468237837622
eguur,2006,1.4277227061282016,145.1502801420817,54.48,66.39,1.06,0.3049830325759645,5.283163608009421,19.96342960696395,0.057942897103562575,0.0031159302209776718
eguur,2007,1.4277227061282016,145.1502801420817,56.53,68.59,1.22,0.27898362820129247,2.7782064400508903,9.480801445228916,0.04241910490721409,0.0014830219147462128
eguur,2008,1.4277227061282016,145.1502801420817,67.83,86.28,2.28,0.21393281449789744,11.960384118633131,33.723018223332424,0.4086801074093156,0.0018708694569150614
eguur,2017,1.4277227061282016,145.1502801420817,67.04,90.45,4.45,0.1197682732538931,10.876248194213739,24.993476898840218,0.9216018034740578,4.733082596545313e-4
eguur,2024,1.4277227061282016,145.1502801420817,78.34,114.67,3.84,0.17663994722527865,122.35159521072138,231.31955726324247,3.624395527461322,0.005867316306280678
eguur,2004,1.5819565396917143,136.27224491427458,58.12,68.55,0.55,0.5085227304149283,15.496527810174685,50.03013801260232,0.10681853915725745,0.025138410688744398
eguur,2005,1.5819565396917143,136.27224491427458,47.42,56.27,0.48,0.49542150968666376,3.7050406350336504,11.15254734985023,0.03692423717517888,0.013086623296205979
eguur,2006,1.5819565396917143,136.27224491427458,54.14,65.63,0.62,0.4539815689324121,5.055030758826891,18.620759261602807,0.035125578341438875,0.006799716729755726
eguur,2007,1.5819565396917143,136.27224491427458,56.27,68.04,0.75,0.41083020258922964,2.807142236322045,9.302941611085508,0.026442097207422945,0.0032155959216394296
eguur,2008,1.5819565396917143,136.27224491427458,67.73,85.92,1.58,0.304344287973841,12.121906329122943,33.1523762232002,0.252608095405961,0.0036029017029971964
eguur,2017,1.5819565396917143,136.27224491427458,66.93,89.99,3.31,0.1726368567907021,10.835219440481918,24.417736950698806,0.5677227200978882,8.774659578840706e-4
eguur,2024,1.5819565396917143,136.27224491427458,77.61,112.92,2.68,0.253864128490943,115.45078853965988,215.38417688666442,1.924619411349211,0.009314945660427938
eguur,2004,1.9088874590722038,137.67840511749552,58.33,68.77,0.34,0.6376776248159448,15.653511485967934,48.98629126325635,0.07917365045909303,0.03946778002835217
eguur,2005,1.9088874590722038,137.67840511749552,47.56,56.4,0.27,0.6488200099125575,3.7198692436420635,11.082116231457752,0.026973954202541065,0.022610770650729122
eguur,2006,1.9088874590722038,137.67840511749552,54.33,65.77,0.4,0.5790030994807859,5.211246489445389,18.574251396276413,0.025931976220938627,0.011133455923078872
eguur,2007,1.9088874590722038,137.67840511749552,56.47,68.17,0.51,0.5205479073405836,2.857289845004694,9.201090371339754,0.019473161161698102,0.005153270477873003
eguur,2008,1.9088874590722038,137.67840511749552,67.92,85.8,1.23,0.3757972516466634,12.013948279210046,31.867014641704756,0.18413986712586614,0.005176824730166171
eguur,2017,1.9088874590722038,137.67840511749552,67.07,89.64,2.68,0.21849576721064629,10.500875795644875,23.08939177032608,0.40327449046960756,0.001257492686478975
eguur,2024,1.9088874590722038,137.67840511749552,77.7,111.81,2.13,0.3156043654727344,106.46478311872787,193.74436838909529,1.3087045609743357,0.011704858170440046
eguur,2004,1.567220078170506,142.6604372044246,58.39,69.05,0.74,0.4216739290860956,14.811653370775941,48.30504725032031,0.13203671768475372,0.016828658059937773
