linf,k,m,pop,species
139.6725858527908,0.08344221234292745,0.16841141702469242,tugur,Hucho taimen
137.63305410330392,0.09033146805445195,0.1585042004560573,tugur,Hucho taimen
145.8041111039242,0.08072871011153153,0.12881551449828854,tugur,Hucho taimen
145.64111720642117,0.0823849412126973,0.14379643650098414,tugur,Hucho taimen
143.13669265116857,0.07654209349488507,0.13481851711259743,tugur,Hucho taimen
142.01845069647914,0.08015731191020116,0.18573346472820285,tugur,Hucho taimen
130.7941880157483,0.08812013677973354,0.16632707172030126,tugur,Hucho taimen
131.73217973321394,0.09095779659246532,0.12851409936562197,tugur,Hucho taimen
143.47852220354548,0.08660498293063085,0.2278972238072448,tugur,Hucho taimen
142.3986759399068,0.08321244839619137,0.14544762347248477,tugur,Hucho taimen
147.05290131650025,0.07891219165062256,0.15932152040429454,tugur,Hucho taimen
133.55700459952183,0.09217500752184243,0.17475723209851993,tugur,Hucho taimen
132.1745409067933,0.09246694277143162,0.187484906972717,tugur,Hucho taimen
133.95853900820433,0.09716260429903124,0.14685220834899756,tugur,Hucho taimen
135.7783524917659,0.09906839279806905,0.11808190235473649,tugur,Hucho taimen
136.09346880385377,0.09682477369477764,0.15493507458236244,tugur,Hucho taimen
138.55503289033277,0.09207225537347856,0.1090646713497782,tugur,Hucho taimen
132.99740117147954,0.09707900434009138,0.1664340293561209,tugur,Hucho taimen
138.47464943234516,0.0983148739764228,0.13625491778617949,tugur,Hucho taimen
137.8565499479457,0.09571116383135152,0.14323586964209564,tugur,Hucho taimen
146.26441552139786,0.0742912659491238,0.16164739726042993,tugur,Hucho taimen
141.41460976474823,0.08089966398322336,0.14308641972028516,tugur,Hucho taimen
146.27353209689406,0.08882844169113335,0.1388356758390036,tugur,Hucho taimen
135.77216603308807,0.08078097264964132,0.12126737366077069,tugur,Hucho taimen
133.4983050503756,0.09240421105327223,0.16685908952330597,tugur,Hucho taimen
136.50029678864095,0.098009359959651,0.14624172859073312,tugur,Hucho taimen
138.01711875563643,0.09290483097929426,0.14552823758370378,tugur,Hucho taimen
140.54619925623322,0.0937422157786436,0.15539356160228182,tugur,Hucho taimen
144.22005864387316,0.07488566551261833,0.12957901992410534,tugur,Hucho taimen
137.57971866091896,0.08513105390237799,0.1449284954452697,tugur,Hucho taimen
136.7695704425869,0.09454734529480116,0.16603959532442727,tugur,Hucho taimen
139.69199494219012,0.09590719944531167,0.1414923751661357,tugur,Hucho taimen
135.62833672121812,0.10392111405194077,0.15214217027016716,tugur,Hucho taimen
