2000
25
24
18
26
37
41
37
41
41
32
34
39
42
40
36
45
38
41
37
38
41
35
44
32
35
47
53
48
45
48
40
50
54
51
51
38
49
50
54
47
42
48
48.5
58
45
41
42
45
47
42
44
61
61
58
59
67
58
49
62
61
62
48
55
59
59
49
56
53
63
51
53
52
53
52
55.5
60
64
67
72
70
62
66
71
61
61
68
65
70
67
66
70
75
66
71
75
71
73
76
73
78
66
87
85
84
71
79
85
88
103
96
97
110
120
113
113
120
123
123
